Country,Region,Year,Project Title,Budget (USD),Expense (USD),SDGs,Signature Solution,SAMOA Pathway,Funding Sources
COM,AIS,2020,Développement d’un réseau national d’aires protégées ter,460384,427791,"Goal 1 - No Poverty,Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Expanded DaO Funding Window,Global Environment Fund Truste,Private Sector,United Nations development Pro"
COM,AIS,2021,Développement d’un réseau national d’aires protégées ter,566398,530207,"Goal 1 - No Poverty,Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Expanded DaO Funding Window,Global Environment Fund Truste,Private Sector,United Nations development Pro"
COM,AIS,2022,Développement d’un réseau national d’aires protégées ter,200088,154080,"Goal 1 - No Poverty,Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Expanded DaO Funding Window,Global Environment Fund Truste,Private Sector,United Nations development Pro"
COM,AIS,2015,Renf. des capacités du Programme de Microfinancement FEM,25000,38259,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2016,Renf. des capacités du Programme de Microfinancement FEM,200774,206729,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2017,Renf. des capacités du Programme de Microfinancement FEM,225100,199173,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2018,Renf. des capacités du Programme de Microfinancement FEM,90909,93954,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2019,Renf. des capacités du Programme de Microfinancement FEM,100000,106133,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2020,Renf. des capacités du Programme de Microfinancement FEM,831159,748766,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2021,Renf. des capacités du Programme de Microfinancement FEM,45000,58310,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2022,Renf. des capacités du Programme de Microfinancement FEM,60000,45645,"Goal 1 - No Poverty,Goal 13 - Climate Action","Keeping people out of poverty,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Digital Good,Global Environment Fund Truste,UN Department of International Economic And Social Affairs,United Nations development Pro"
COM,AIS,2015,Projet pour les Service Communs en Union des comores,13621,13527,,Other,,"Food And Agriculture Organization of The United Nations,United Nations Children'S Fund,United Nations development Pro,United Nations Fund For Population Activities,World Food Programme"
COM,AIS,2017,Projet pour les Service Communs en Union des comores,165781,33267,,Other,,"Food And Agriculture Organization of The United Nations,United Nations Children'S Fund,United Nations development Pro,United Nations Fund For Population Activities,World Food Programme"
COM,AIS,2018,Projet pour les Service Communs en Union des comores,56689,127141,,Other,,"Food And Agriculture Organization of The United Nations,United Nations Children'S Fund,United Nations development Pro,United Nations Fund For Population Activities,World Food Programme"
COM,AIS,2019,Projet pour les Service Communs en Union des comores,43762,43586,,Other,,"Food And Agriculture Organization of The United Nations,United Nations Children'S Fund,United Nations development Pro,United Nations Fund For Population Activities,World Food Programme"
COM,AIS,2020,Projet pour les Service Communs en Union des comores,6365,10313,,Other,,"Food And Agriculture Organization of The United Nations,United Nations Children'S Fund,United Nations development Pro,United Nations Fund For Population Activities,World Food Programme"
COM,AIS,2021,Projet pour les Service Communs en Union des comores,2000,,,Other,,"Food And Agriculture Organization of The United Nations,United Nations Children'S Fund,United Nations development Pro,United Nations Fund For Population Activities,World Food Programme"
COM,AIS,2022,Projet pour les Service Communs en Union des comores,19321,,,Other,,"Food And Agriculture Organization of The United Nations,United Nations Children'S Fund,United Nations development Pro,United Nations Fund For Population Activities,World Food Programme"
COM,AIS,2017,Gestion Decentralisée et Multisectorielle Environement,302359,208552,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2018,Gestion Decentralisée et Multisectorielle Environement,388109,251296,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2019,Gestion Decentralisée et Multisectorielle Environement,316762,302333,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2020,Gestion Decentralisée et Multisectorielle Environement,549355,319610,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2021,Gestion Decentralisée et Multisectorielle Environement,537297,395223,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2022,Gestion Decentralisée et Multisectorielle Environement,39477,138331,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2017,COM-Direct Project Cost (DPC),175416,98225,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,United Nations development Pro
COM,AIS,2018,COM-Direct Project Cost (DPC),154488,48549,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,United Nations development Pro
COM,AIS,2019,COM-Direct Project Cost (DPC),519447,517266,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,United Nations development Pro
COM,AIS,2020,COM-Direct Project Cost (DPC),198222,-143283,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,United Nations development Pro
COM,AIS,2021,COM-Direct Project Cost (DPC),200000,787590,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,United Nations development Pro
COM,AIS,2022,COM-Direct Project Cost (DPC),241000,185899,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,United Nations development Pro
COM,AIS,2017,Projet appui à la planificat et la coordination,149140,142779,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","Peacebuilding Fund,United Nations development Pro"
COM,AIS,2018,Projet appui à la planificat et la coordination,340992,312911,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","Peacebuilding Fund,United Nations development Pro"
COM,AIS,2019,Projet appui à la planificat et la coordination,788627,596764,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","Peacebuilding Fund,United Nations development Pro"
COM,AIS,2020,Projet appui à la planificat et la coordination,324101,219581,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","Peacebuilding Fund,United Nations development Pro"
COM,AIS,2021,Projet appui à la planificat et la coordination,207800,197711,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","Peacebuilding Fund,United Nations development Pro"
COM,AIS,2022,Projet appui à la planificat et la coordination,1243,-536,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","Peacebuilding Fund,United Nations development Pro"
COM,AIS,2018,Renforcement de la résilience des Comores aux risques,2915634,1674015,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2019,Renforcement de la résilience des Comores aux risques,3633936,3765447,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2020,Renforcement de la résilience des Comores aux risques,2071500,2113525,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2021,Renforcement de la résilience des Comores aux risques,1210757,1097124,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2022,Renforcement de la résilience des Comores aux risques,1031932,839123,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2018,PIMS 5484 : Sustainable development of Comoros Islands,130323,42475,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,"Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2019,PIMS 5484 : Sustainable development of Comoros Islands,1385135,1365938,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,"Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2020,PIMS 5484 : Sustainable development of Comoros Islands,1312610,1146350,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,"Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2021,PIMS 5484 : Sustainable development of Comoros Islands,1377736,456788,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,"Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2022,PIMS 5484 : Sustainable development of Comoros Islands,514596,373835,Goal 7 - Affordable and Clean Energy,Close the energy gap,Goal 3 - Sustainable Energy,"Global Environment Fund Truste,United Nations development Pro"
COM,AIS,2019,Ensuring climate resilient water Comoros -PIMS-5740-GCF,932247,136665,"Goal 13 - Climate Action,Goal 6 - Clean Water and Sanitation",Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 7 - Water and sanitation","Adam Smith International,Green Climate Fund,United Nations development Pro"
COM,AIS,2020,Ensuring climate resilient water Comoros -PIMS-5740-GCF,6256107,5469324,"Goal 13 - Climate Action,Goal 6 - Clean Water and Sanitation",Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 7 - Water and sanitation","Adam Smith International,Green Climate Fund,United Nations development Pro"
COM,AIS,2021,Ensuring climate resilient water Comoros -PIMS-5740-GCF,7749336,4621686,"Goal 13 - Climate Action,Goal 6 - Clean Water and Sanitation",Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 7 - Water and sanitation","Adam Smith International,Green Climate Fund,United Nations development Pro"
COM,AIS,2022,Ensuring climate resilient water Comoros -PIMS-5740-GCF,10106202,5275631,"Goal 13 - Climate Action,Goal 6 - Clean Water and Sanitation",Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 7 - Water and sanitation","Adam Smith International,Green Climate Fund,United Nations development Pro"
COM,AIS,2020,Appui à l’autonomisation des femmes Comoriennes,700000,238331,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Government of Comoros,United Nations development Pro"
COM,AIS,2021,Appui à l’autonomisation des femmes Comoriennes,733013,397951,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Government of Comoros,United Nations development Pro"
COM,AIS,2022,Appui à l’autonomisation des femmes Comoriennes,508746,311292,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Government of Comoros,United Nations development Pro"
COM,AIS,2020,Renforcement du cadre de financement des ODD,257000,217096,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals","Other,Keeping people out of poverty","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","International Labour Organization,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
COM,AIS,2021,Renforcement du cadre de financement des ODD,636117,445267,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals","Other,Keeping people out of poverty","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","International Labour Organization,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
COM,AIS,2022,Renforcement du cadre de financement des ODD,773567,286218,"Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals","Other,Keeping people out of poverty","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","International Labour Organization,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
COM,AIS,2021,Promotion de l’entrepreneuriat jeune et féminin dans les,1044049,927550,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","UN High Commissioner For Refugees (UNHCR),United Nations development Pro"
COM,AIS,2022,Promotion de l’entrepreneuriat jeune et féminin dans les,82498,90206,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","UN High Commissioner For Refugees (UNHCR),United Nations development Pro"
COM,AIS,2022,L’ENTREPRENARIAT JEUNE ET FEMININ en UDC,700001,387188,,Other,,United Nations development Pro
COK,Pacific,2015,Ridge to Reef Approach in Cook Islands_Full Size,90666,39176,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
COK,Pacific,2016,Ridge to Reef Approach in Cook Islands_Full Size,1131672,322679,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
COK,Pacific,2017,Ridge to Reef Approach in Cook Islands_Full Size,795830,518785,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
COK,Pacific,2018,Ridge to Reef Approach in Cook Islands_Full Size,831076,691404,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
COK,Pacific,2019,Ridge to Reef Approach in Cook Islands_Full Size,1271751,1232057,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
COK,Pacific,2020,Ridge to Reef Approach in Cook Islands_Full Size,1252074,1049507,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
COK,Pacific,2021,Ridge to Reef Approach in Cook Islands_Full Size,443465,434962,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
COK,Pacific,2022,Ridge to Reef Approach in Cook Islands_Full Size,688,-268,"Goal 14 - Life Below Water,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 5 - Oceans and seas,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 14 - Biodiversity,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
CUB,Caribbean,2014,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,40000,43205,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2015,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,202958,92261,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2016,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,63939,63934,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2017,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,100600,93945,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2018,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,64321,42518,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2019,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,819546,328530,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2020,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,566323,264242,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2021,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,231627,197871,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
CUB,Caribbean,2022,PROCESO DE FORTALECIMIENTO DE CAPACIDADES DEL GOBIERNO DE ARTEMISA,342757,71107,"Goal 1 - No Poverty,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 8 - Decent Work and Economic Growth","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Suiza Para El desarrollo y La Cooperacion (COSUDE),United Nations development Pro"
